"PATENT","GYEAR","GDATE","APPYEAR","COUNTRY","POSTATE","ASSIGNEE","ASSCODE","CLAIMS","NCLASS","CAT","SUBCAT","CMADE","CRECEIVE","RATIOCIT","GENERAL","ORIGINAL","FWDAPLAG","BCKGTLAG","SELFCTUB","SELFCTLB","SECDUPBD","SECDLWBD"
4771573,1988,10490,1986,"US","MO",,1,11,47,6,61,24,74,0.4583,0.6326,0.6942,9.8514,38.0833,,,,
4795829,1989,10595,1987,"DE","",254145,3,21,568,1,14,6,0,0.5,,0.4444,,17.5,0.3333,0.1667,,
5941549,1999,14480,1997,"US","IL",28400,2,,280,5,55,10,0,1,,0.18,,13.1,0.5,0.3,,
4120309,1978,6864,1976,"DE","",,1,15,131,6,61,4,2,0.25,0,0,3,64.25,,,,
5641245,1997,13689,1995,"US","SC",731173,2,20,405,6,64,29,2,0.931,0,0.6996,1.5,13.931,0,0,0,0
4024028,1977,6346,1976,"US","OK",438920,2,13,203,1,19,9,9,0.4444,0.1975,0.375,5.7778,17.5556,0,0,0.6667,0.4444
5376157,1994,12779,1994,"US","NJ",104030,2,7,51,5,59,6,2,1,0.5,0.6111,1.5,7.6667,0.3333,0.3333,1,0.5
5805117,1998,14130,1994,"US","PA",491065,3,60,345,2,23,34,1,1,0,0.7509,2,11.0588,0,0,0,0
4387773,1983,8565,1981,"US","TX",154480,2,14,175,6,64,8,13,0.5,0.3905,0.625,6.0769,18.875,0,0,0.25,0.2308
5133079,1992,11890,1990,"CA","",,1,16,455,2,21,7,137,1,0.7805,0.6122,4.6204,2.2857,,,,
4313890,1982,8068,1980,"US","NY",595200,2,10,554,1,14,13,4,0.9231,0.375,0.5694,12.75,9.1538,0.1111,0.0769,0,0
3433983,1969,3364,1966,"US","CA",597550,2,,310,4,45,,15,,0.72,,17.2667,,,,0,0
5504709,1996,13241,1994,"JP","",581270,3,6,365,2,24,2,2,1,0.5,0,3,2.5,0.5,0.5,0.5,0.5
4109213,1978,6808,1977,"US","FL",,1,6,330,4,41,3,6,1,0.5,0.4444,7.6667,9,,,,
4979904,1990,11316,1990,"US","CT",340135,2,2,439,4,41,2,10,1,0.72,0,3.7,5,0,0,0,0
4654456,1987,9951,1985,"US","IL",27895,2,6,585,1,19,1,3,1,0,0,5.3333,6,1,1,0.6667,0.6667
5083598,1992,11715,1991,"NL","",498231,3,14,160,6,69,13,7,0.9231,0.2449,0,4.5714,9.3077,0,0,0,0
5481916,1996,13157,1994,"CA","",717379,3,22,73,4,43,20,1,1,0,0.465,1,10.15,0,0,0,0
3979931,1976,6101,1975,"HK","",,1,1,70,6,65,4,13,0.75,0.142,0,13.8462,7.5,,,,
5826631,1998,14179,1995,"US","GA",703805,2,2,141,5,51,118,1,0.8729,0,0.8877,3,20.7881,0.2206,0.1271,0,0
4920133,1990,11071,1987,"US","PA",482490,2,22,514,3,31,3,53,1,0.1431,0.4444,4.7736,4.6667,0,0,0.0189,0.0189
4711388,1987,10203,1985,"US","CT",417130,2,15,228,5,52,30,8,0.8,0.5313,0.7708,8,14.1333,0.25,0.1667,0.125,0.125
4858901,1989,10826,1988,"JP","",75430,3,6,269,6,69,5,4,1,0.375,0.64,3.5,6.4,0,0,0,0
3950266,1976,5947,1973,"US","NJ",486705,2,11,252,1,19,9,21,0.4444,0.6213,0.375,15.8571,16.5556,0,0,0,0
5597528,1997,13542,1995,"US","PA",32430,2,11,266,5,52,11,1,0.9091,0,0.46,2,11.8182,0,0,0,0
4610414,1986,9748,1984,"US","AZ",,1,1,248,6,69,7,9,0.4286,0,0,7,54.5714,,,,
5031640,1991,11519,1989,"US","MI",,1,18,128,3,32,14,7,0.6429,0.6122,0.8395,6.7143,39.1429,,,,
4797996,1989,10609,1987,"FR","",528315,3,5,29,5,52,7,3,1,0.4444,0.7347,5.6667,14.4286,0,0,0,0
3532602,1970,3931,1967,"US","IL",10270,2,,435,3,33,,17,,0.5398,,22.5882,,,,0.5882,0.5882
5219799,1993,12219,1991,"US","NY",123425,2,7,501,1,19,10,6,0.9,0.7778,0.6914,3.6667,19.8,0.1667,0.1,0.1667,0.1667
3275376,1966,2461,,"US","IN",,2,,299,6,64,,3,,0.6667,,,,,,,
3526460,1970,3896,1967,"US","DC",597260,6,,356,4,43,,4,,0.375,,25,,,,0,0
5820594,1998,14165,1996,"US","FL",122900,2,7,604,3,32,12,1,1,0,0.6111,1,6.9167,0.25,0.25,0,0
4290052,1981,7928,1979,"US","NY",218550,2,8,341,2,22,6,35,1,0.9078,0.7778,11.6,5.1667,0,0,0,0
4739713,1988,10343,1987,"DE","",247990,3,36,110,6,66,8,8,1,0.4688,0.4688,7.25,3.875,0.125,0.125,0,0
4765779,1988,10462,1987,"US","MI",,1,17,406,5,59,15,5,0.6,0.48,0.5926,6.8,25.4,,,,
6004336,1999,14599,1998,"JP","",417745,3,,606,3,32,7,0,1,,0.6122,,12,0,0,,
4217759,1980,7536,1979,"US","NY",595200,2,10,62,6,69,5,16,1,0.1172,0.32,10.0625,8.4,0,0,0.0667,0.0625
4247076,1981,7697,1979,"US","IL",735,2,16,251,5,53,8,13,0.375,0.7692,0.4444,11.6154,29,0,0,0,0
5821872,1998,14165,1996,"CA","",,1,17,340,2,21,16,0,1,,0.8906,,9.4375,,,,
5074864,1991,11680,1988,"US","IN",640410,2,11,606,3,32,22,23,0.9091,0,0.42,6.3043,11.9091,0.1,0.0455,0.1765,0.1304
4804835,1989,10637,1986,"JP","",581270,3,29,369,2,24,4,15,1,0.4978,0.625,7.2667,6.25,0,0,0,0
5202752,1993,12156,1991,"JP","",395735,3,6,257,4,46,10,21,1,0.7619,0.18,4.381,10,0.1,0.1,0,0
5943193,1999,14480,1996,"US","UT",284385,2,,360,2,24,21,0,1,,0.0907,,9.4762,0.1429,0.1429,,
5326082,1994,12604,1992,"US","IN",75450,2,20,267,5,59,15,0,1,,0.7644,,12.8667,0,0,,
3976589,1976,6080,1974,"US","MO",759416,2,8,252,1,19,3,13,0.6667,0.6272,0.5,18.2308,11.6667,0,0,0,0
5906595,1999,14389,1997,"US","OH",703078,2,,604,3,32,62,0,1,,0.4553,,10.1129,0.0682,0.0484,,
5228863,1993,12254,1992,"US","NY",280070,2,39,439,4,41,14,1,1,0,0.2449,5,4.6429,0.2143,0.2143,1,1
5791983,1998,14102,1995,"US","VA",744118,2,20,454,5,59,5,0,1,,0.56,,11,0,0,,
5720038,1998,13927,1996,"JP","",401785,3,6,396,5,54,5,0,1,,0.48,,17.4,0,0,,
3981694,1976,6108,1974,"SE","",572700,3,10,95,1,13,10,2,0.2,0.5,0.5,5.5,22.8,0,0,0,0
3498666,1970,3714,1968,"US","MO",204080,2,,296,5,55,,11,,0,,13.9091,,,,0,0
5310997,1994,12548,1992,"US","TX",560320,2,51,235,5,59,19,35,1,0.751,0.615,3.5143,4.1053,0,0,0.0303,0.0286
5878758,1999,14312,1997,"US","PA",710016,2,,132,6,65,45,0,0.9778,,0.5217,,13,0,0,,
5867900,1999,14284,1997,"US","MN",162776,2,,29,5,52,23,0,0.913,,0.8073,,17.5652,0,0,,
5245749,1993,12317,1992,"US","VA",,1,5,29,5,52,11,0,0.7273,,0.5313,,21.8182,,,,
4757884,1988,10427,1986,"US","OH",219155,2,2,188,5,53,8,6,0.75,0.2778,0.2778,5.8333,17.625,0.25,0.125,0.8333,0.8333
3969779,1976,6045,1974,"US","SC",376480,2,15,8,1,11,8,26,1,0.8225,0.75,14.5385,4.25,0.1429,0.125,0.6538,0.6538
4197992,1980,7410,1978,"CA","",,1,4,236,6,69,3,6,1,0.5,0,3.6667,6,,,,
4276911,1981,7858,1979,"CH","",550045,3,11,139,6,63,6,1,0.6667,0,0.375,8,13.6667,0,0,0,0
5862641,1999,14270,1997,"US","TX",698113,2,,52,6,69,48,0,0.625,,0.6089,,38.4375,0,0,,
5747076,1998,14004,1996,"DE","",710078,3,10,425,5,51,3,0,1,,0.6667,,2.6667,0,0,,
4959761,1990,11225,1989,"US","NJ",145970,2,10,362,4,42,2,17,1,0.6851,0,4.2353,4,0,0,0,0
3904070,1975,5730,1973,"US","IL",456930,2,3,220,6,68,8,4,0.125,0.75,0,12.25,31.75,0,0,0,0
5526889,1996,13318,1995,"CA","",,1,20,180,5,55,8,3,0.5,0.6667,0.625,1,40.375,,,,
4160897,1979,7130,1978,"JP","",399720,3,9,219,4,49,9,8,0.4444,0.7813,0.5,10.875,19.4444,0,0,0,0
5560159,1996,13423,1995,"US","MO",,1,7,52,6,69,14,0,0.5714,,0.2188,,31.2143,,,,
3438940,1969,3392,1966,"DE","",55665,3,,525,1,15,,10,,0.8,,9.8,,,,0.2,0.2
5769108,1998,14053,1995,"US","MA",,1,4,137,6,69,5,0,1,,0.56,,13,,,,
5492993,1996,13199,1994,"US","MI",153465,2,12,528,1,15,3,0,1,,0,,18.3333,1,0.6667,,
4979998,1990,11316,1989,"US","OH",595200,2,10,148,5,52,7,0,1,,0.7347,,13.1429,0.2857,0.2857,,
4894581,1990,10973,1988,"US","MO",,1,20,312,6,65,6,2,0.3333,0.5,0,5,31.8333,,,,
4061850,1977,6549,1975,"US","TX",437290,2,4,526,1,15,4,1,0.25,0,0,13,30.5,0,0,0,0
4270219,1981,7816,1978,"JP","",252865,3,12,455,2,21,7,1,1,0,0.2449,2,5.2857,0,0,1,1
4497023,1985,9160,1982,"US","CA",344205,2,8,712,2,22,2,21,1,0.8571,0,10.381,6,0,0,0.05,0.0476
4853395,1989,10805,1987,"US","OH",368060,2,2,514,3,31,3,14,1,0.7857,0.4444,7.5714,2.6667,0.3333,0.3333,0.0714,0.0714
5775095,1998,14067,1996,"US","CT",597550,2,2,60,4,45,31,1,0.9032,0,0.4133,2,15.4516,0.4231,0.3548,0,0
4842359,1989,10770,1987,"JP","",252865,3,10,385,2,21,8,7,1,0,0,5.8571,6.875,0.125,0.125,0,0
5050749,1991,11589,1990,"US","MI",,1,3,211,6,65,9,1,0.3333,0,0.6667,4,43.5556,,,,
5480931,1996,13150,1991,"DE","",497995,3,26,524,1,15,3,1,1,0,0,5,13.6667,0,0,0,0
5979918,1999,14557,1997,"JP","",582975,3,,280,5,55,5,0,1,,0.56,,17.8,0,0,,
4571673,1986,9545,1983,"US","CA",560270,2,1,712,2,22,7,8,1,0.4063,0.6122,5.875,6.4286,0,0,0.125,0.125
4568019,1986,9531,1984,"US","NH",,1,14,239,5,59,8,9,0.5,0.5926,0.625,8.4444,22.125,,,,
3422167,1969,3301,1968,"US","TN",597195,6,,264,5,51,,10,,0.84,,9.4,,,,0.2,0.2
4523428,1985,9300,1982,"JP","",580700,3,16,57,6,63,6,6,1,0.6667,0,11.5,8.8333,0.1667,0.1667,0,0
4755301,1988,10413,1986,"US","MA",633980,2,5,210,1,19,1,7,1,0.449,0,8.1429,2,1,1,0,0
5726811,1998,13948,1996,"KR","",491030,3,6,359,5,54,6,4,1,0,0,1.75,4.5,0.1667,0.1667,0.75,0.75
3748277,1973,4953,1965,"US","MI",395480,2,,427,1,12,,40,,0.6713,,27.375,,,,0,0
3625902,1971,4358,1968,"US","CA",542525,2,,510,1,19,,15,,0.24,,19.2667,,,,0,0
3894540,1975,5674,1973,"US","PA",,1,30,604,3,32,10,59,0.7,0.5435,0.2449,15.8644,18.7,,,,
5814345,1998,14151,1995,"US","OH",546445,2,1,424,3,31,7,0,1,,0.2449,,10.7143,1,0.7143,,
4560375,1985,9489,1984,"US","CA",458060,2,43,604,3,32,19,37,0.8947,0.2001,0.4637,6.7297,13.4211,0,0,0.5556,0.4054
4979958,1990,11316,1989,"JP","",13995,3,1,623,3,39,5,3,1,0,0,4,2.4,0,0,0,0
4421569,1983,8754,1982,"US","NY",508185,2,10,148,5,52,7,16,1,0.7734,0.6939,7.4375,3.2857,0,0,0,0
5836017,1998,14200,1997,"US","CA",,1,12,2,6,63,8,0,0.5,,0.375,,54.375,,,,
5245291,1993,12310,1992,"JP","",252760,3,14,324,4,43,7,0,1,,0.449,,12.8571,0,0,,
5134391,1992,11897,1990,"JP","",402055,3,24,345,2,23,12,17,1,0.9066,0.8333,4.4706,5.25,0.0909,0.0833,0.2353,0.2353
4710854,1987,10196,1987,"JP","",252865,3,13,361,4,45,8,14,1,0.7143,0.6875,3.1429,9.75,0,0,0.2143,0.2143
3457022,1969,3490,1964,"US","NC",117700,2,,8,1,11,,4,,0,,23.25,,,,0,0
5099667,1992,11778,1990,"FR","",342305,3,19,72,5,52,77,2,0.8442,0.5,0.8364,3.5,19.8052,0.1111,0.0779,0,0
3699926,1972,4680,1970,"MA","",485560,3,,119,6,61,,14,,0.6939,,16.7857,,,,0,0
4057289,1977,6521,1976,"US","NM",,1,11,297,6,65,3,7,1,0.2449,0,7.5714,6,,,,
3255806,1966,2356,,"US","MA",,2,,160,6,69,,21,,0.5669,,,,,,,
4079418,1978,6647,1976,"DE","",512710,3,3,348,4,49,4,6,1,0.6667,0.5,9.6667,4.5,0,0,0.1667,0.1667
5979998,1999,14557,1998,"JP","",13995,3,,303,5,53,5,0,1,,0,,12.2,0.2,0.2,,
4733087,1988,10308,1986,"JP","",252865,3,9,250,4,44,7,6,1,0.2778,0.449,4.8333,12.5714,0,0,0.3333,0.3333
4229825,1980,7599,1978,"FR","",566115,3,5,375,2,21,1,3,1,0.6667,0,10.3333,15,0,0,0,0
4735057,1988,10322,1986,"US","MI",626480,2,18,62,6,69,11,4,1,0.375,0.7603,6,16.1818,0.2857,0.1818,0.25,0.25
4671003,1987,10021,1985,"US","VA",,1,9,40,6,69,20,8,0.55,0.75,0.6942,7.25,28.15,,,,
4137168,1979,6969,1977,"DE","",315380,3,14,210,1,19,2,6,1,0,0,10.1667,11,0,0,0,0
4702736,1987,10161,1985,"US","FL",,4,26,604,3,32,23,32,0.913,0.5332,0.3311,7.3125,12.7391,,,,
5555618,1996,13409,1994,"US","PA",38055,2,16,29,5,52,5,6,1,0.5,0.32,2.8333,3,0,0,0,0
5330700,1994,12618,1991,"US","TX",512845,2,8,419,5,52,20,1,1,0,0.59,4,11.75,0,0,0,0
4194335,1980,7389,1978,"US","PA",,1,9,52,6,69,9,9,0.5556,0.1975,0,11.4444,23.1111,,,,
4401624,1983,8642,1982,"US","CA",,1,5,422,1,19,6,2,0.6667,0.5,0.375,6.5,11.5,,,,
5299289,1994,12506,1992,"JP","",358975,3,46,349,1,19,16,26,1,0.2781,0.3203,3,7.1875,0.0714,0.0625,0.3462,0.3462
4441355,1984,8866,1981,"DE","",216625,3,12,73,4,43,1,3,1,0,0,9,18,0,0,0.3333,0.3333
3890356,1975,5646,1973,"US","OH",475045,2,5,552,1,14,5,3,1,0,0.32,18,6.4,0,0,0,0
3692618,1972,4645,1969,"DE","",369345,3,,442,1,11,,234,,0.8424,,24.0086,,,,0,0
5415947,1995,12919,1993,"JP","",532110,3,26,429,4,45,23,6,0.913,0.7778,0.6077,2.6667,12.5652,0.1111,0.087,0.4,0.3333
3519799,1970,3840,1968,"US","NY",555875,2,,219,4,49,,3,,0.4444,,15,,,,0,0
4230571,1980,7606,1979,"US","CA",,1,1,210,1,19,8,44,0.875,0.5403,0.7347,11.3864,15,,,,
3949183,1976,5940,1974,"JP","",379245,3,17,219,4,49,10,3,0.7,0.4444,0,11,13.3,0.25,0.1,0,0
5817810,1998,14158,1996,"JP","",378835,3,3,544,1,14,5,0,1,,0.8,,4.8,0.2,0.2,,
3510148,1970,3777,1968,"DE","",133290,3,,280,5,55,,2,,0,,17.5,,,,0,0
6009472,1999,14606,1996,"FR","",80495,3,,709,2,22,14,0,1,,0.7959,,6.8571,0,0,,
4139409,1979,6983,1978,"US","CA",,1,8,216,1,19,6,18,1,0.7716,0.7778,12.1667,6.3333,,,,
4090976,1978,6717,1976,"US","CA",218550,2,40,252,1,19,4,9,1,0.4444,0.375,15.6667,4,1,1,0,0
5137458,1992,11911,1991,"US","WA",755604,2,19,434,6,69,3,8,1,0.6563,0.4444,4.375,14,0,0,0,0
4649526,1987,9930,1983,"US","TX",186585,2,21,367,2,21,5,20,1,0.5873,0.32,6.7895,16.4,0,0,0.2105,0.2
3460588,1969,3511,1967,"CH","",497990,3,,140,5,52,,0,,,,,,,,,
4967396,1990,11260,1990,"JP","",252865,3,22,365,2,24,4,4,1,0.375,0.5,5,1.75,0.25,0.25,0,0
4051043,1977,6479,1976,"US","CA",414025,2,13,422,1,19,8,13,0.875,0.5917,0.5714,9.4615,5.25,0,0,0,0
5432000,1995,12975,1991,"US","WA",625795,2,7,428,6,69,133,23,0.9549,0.8885,0.909,4.2174,14.594,0.0096,0.0075,0.2381,0.2174
5645178,1997,13703,1996,"US","OH",725059,2,42,211,6,65,21,3,0.5238,0,0.5455,1.3333,35.7143,0,0,0,0
3865058,1975,5520,1973,"US","CT",46340,2,9,112,6,63,4,25,0.5,0.0768,0,11.4,23,0,0,0,0
5618546,1997,13612,1994,"US","CA",,1,10,424,3,31,8,0,1,,0.5625,,11.625,,,,
4695979,1987,10126,1985,"US","TX",570160,2,6,365,2,24,2,31,1,0.6785,0,6.1613,2.5,0.5,0.5,0.4194,0.4194
5988384,1999,14571,1999,"US","NJ",,1,,206,6,68,6,0,1,,0.2778,,7.1667,,,,
4159066,1979,7116,1977,"US","CT",,1,12,222,1,19,3,5,0.6667,0,0,15.2,23,,,,
4618379,1986,9790,1985,"IT","",,1,10,148,5,52,11,1,1,0,0.6446,1,7.6364,,,,
4931679,1990,11113,1989,"FR","",685434,3,5,310,4,45,7,5,0.8571,0.32,0.5,3.6,10.1429,0,0,0,0
4280148,1981,7872,1980,"US","CA",,1,10,360,2,24,2,4,1,0,0,12.75,6.5,,,,
5860960,1999,14263,1997,"US","IL",126345,2,,604,3,32,36,0,1,,0,,9.9722,0.0345,0.0278,,
3939967,1976,5898,1974,"US","VA",392995,2,5,206,6,68,8,6,0.375,0.5,0.4444,13.6667,32.625,0,0,0,0
5995551,1999,14578,1997,"US","AZ",708457,2,,375,2,21,13,0,1,,0.426,,4,0,0,,
5206165,1993,12170,1991,"US","MI",691545,2,4,435,3,33,3,3,1,0,0,5,5.3333,0,0,0,0
4285915,1981,7907,1980,"US","NJ",279820,2,19,423,1,19,11,5,0.7273,0.56,0.375,11.6,19.1818,0,0,0,0
4482244,1984,9083,1982,"JP","",319065,3,7,399,5,54,1,9,1,0.1975,0,6.7778,2,0,0,0,0
4192399,1980,7375,1976,"US","IN",134470,2,8,180,5,55,10,8,0.6,0.75,0.6111,9.625,25.2,0,0,0,0
5470645,1995,13115,1993,"JP","",581270,3,6,428,6,69,5,1,1,0,0,1,6.8,0.2,0.2,0,0
5128626,1992,11876,1991,"JP","",395735,3,5,329,4,41,1,8,1,0.5313,0,2,24,0,0,0.125,0.125
4733283,1988,10308,1986,"JP","",211480,3,6,257,4,46,7,20,1,0.48,0.6122,5.25,4.7143,0,0,0.3,0.3
4552604,1985,9447,1980,"GB","",104245,2,9,156,1,19,9,36,1,0.8194,0.7407,12.2778,9.1111,0.2857,0.2222,0.0857,0.0833
4247672,1981,7697,1979,"CH","",104245,2,10,526,1,15,3,6,0.6667,0.6667,0.5,4,11,0.5,0.3333,0,0
5411642,1995,12905,1994,"IT","",710859,3,12,205,1,19,7,0,1,,0.4082,,14.4286,0,0,,
5127180,1992,11876,1991,"US","MS",74610,2,22,43,6,61,5,3,1,0.4444,0.72,4,14.4,0,0,0,0
5584667,1996,13500,1995,"US","CA",,1,2,417,5,53,174,1,0.9138,0,0.62,1,19.2529,,,,
5254247,1993,12345,1992,"US","CA",695617,2,7,210,1,19,9,3,0.8889,0.4444,0.5313,3.6667,8.7778,0,0,0,0
5039974,1991,11547,1990,"US","VA",688602,2,15,338,4,41,15,0,0.8,,0.1528,,20.3333,0,0,,
4835713,1989,10742,1985,"US","CT",442205,2,18,358,2,21,16,25,1,0.7648,0.7344,8.24,6.5,0.6667,0.625,0.2917,0.28
4752383,1988,10399,1986,"US","UT",597250,6,6,209,5,51,5,15,1,0.7822,0.32,5.6,10.6,0,0,0,0
4433656,1984,8824,1982,"US","WV",,1,4,123,5,53,17,11,0.4118,0.6446,0.4898,9.0909,28.1176,,,,
5710834,1998,13899,1995,"US","OR",730714,2,6,382,2,22,128,14,1,0.7551,0.9297,1.4286,8.6953,0,0,0.1429,0.1429
4850889,1989,10798,1988,"US","MI",,1,9,439,4,41,15,2,0.7333,0,0,5.5,19.9333,,,,
3819304,1974,5289,1973,"US","MI",219155,2,,417,5,53,,4,,0.375,,9,,,,0,0
3327807,1967,2734,1966,"US","MN",,2,,181,6,69,,3,,0.6667,,13.3333,,,,,
3861863,1975,5499,1973,"US","CA",280070,2,6,432,6,66,10,29,1,0.7372,0.58,8.5172,6.2,0,0,0.0345,0.0345
5569611,1996,13451,1994,"JP","",395735,3,9,438,4,46,10,2,1,0.5,0.32,3,2.7,0.5,0.5,0.5,0.5
3880224,1975,5597,1971,"US","IL",215090,2,18,165,6,66,3,7,0.3333,0.7347,0,17.1429,11.6667,0,0,0.25,0.1429
5304324,1994,12527,1992,"JP","",403600,3,5,516,1,19,15,3,0.4667,0.4444,0.4898,4,27.1333,0,0,0,0
4090172,1978,6710,1975,"FR","",,1,12,340,2,21,12,10,0.5833,0.34,0.449,12.5,18.8333,,,,
3970738,1976,6045,1974,"JP","",577645,3,12,423,1,19,9,13,0.4444,0.6864,0.375,10.6923,15.8889,0,0,0,0
5818310,1998,14158,1996,"US","FL",495270,2,16,333,2,21,26,0,1,,0.6036,,13.8846,0,0,,
4807653,1989,10651,1987,"US","PA",620840,2,15,134,6,69,26,7,0.3846,0.2449,0.82,5.7143,36.3846,0,0,0,0
3650074,1972,4463,1970,"DE","",,5,,451,5,51,,3,,0,,11.3333,,,,,
3279100,1966,2482,,"US","NY",,1,,434,6,69,,6,,0.7778,,,,,,,
5301686,1994,12520,1992,"US","CO",109465,2,10,600,3,32,22,2,0.9545,0.5,0.7483,4.5,14.2273,0,0,0,0
4514435,1985,9251,1984,"CA","",408420,3,7,427,1,12,0,2,,0.5,,2.5,,,,0.5,0.5
4532534,1985,9342,1982,"US","PA",466175,2,4,257,4,46,2,40,1,0.3588,0,8.6,6.5,0,0,0.05,0.05
5851270,1998,14235,1997,"US","CT",8525,2,20,96,1,13,70,0,0.8143,,0.7295,,23.1143,0.119,0.0714,,
5433415,1995,12982,1994,"US","IN",712940,3,8,248,6,69,19,5,0.4211,0.32,0.2188,2.4,48.4737,0,0,0,0
4845739,1989,10777,1988,"US","CA",190980,2,41,379,2,21,28,86,1,0.6555,0.4541,5.4588,5.25,0,0,0,0
4829472,1989,10721,1986,"US","NY",373135,2,15,707,2,22,48,9,1,0.8642,0.7543,6,7.2917,0,0,0,0
4516926,1985,9265,1983,"HK","",75015,3,5,425,5,51,5,3,0.6,0,0,6.3333,31.8,0,0,0,0
5231701,1993,12268,1992,"US","TX",683343,2,17,2,6,63,15,0,0.8,,0,,25.5333,0,0,,
4681897,1987,10063,1984,"US","OH",454215,2,15,514,3,31,18,19,0.9444,0.3878,0.1107,7.2632,8.5,0.5333,0.4444,0,0
5921845,1999,14438,1998,"US","CA",,1,,450,6,63,9,0,0.6667,,0.2778,,33.4444,,,,
4374547,1983,8453,1981,"FR","",275750,3,4,175,6,64,7,10,0.8571,0,0.2778,9.2,14.8571,0,0,0,0
3868934,1975,5541,1973,"US","MI",219155,2,2,123,5,53,4,9,0.75,0.1975,0,2.6667,8.75,0,0,0.1111,0.1111
4566695,1986,9524,1983,"US","IA",,1,1,473,6,62,10,8,0.4,0.375,0,9.875,39.2,,,,
5601819,1997,13556,1994,"US","MA",218835,2,34,424,3,31,12,1,1,0,0.2917,3,14,0,0,0,0
4116752,1978,6843,1974,"JP","",489685,3,13,423,1,19,14,4,0.6429,0.625,0.5679,9,18.8571,0,0,0.25,0.25
4444404,1984,8880,1982,"US","OK",262795,2,14,277,6,67,5,3,1,0.6667,0.48,10,4.6,0.4,0.4,0,0
4065580,1977,6570,1975,"US","IL",215885,2,21,426,6,61,2,13,1,0.497,0.5,13.7692,6.5,0,0,0,0
5140541,1992,11918,1990,"JP","",91775,3,22,708,2,22,4,6,1,0.5,0.625,4.1667,4.25,0,0,0.5,0.5
4849799,1989,10791,1986,"US","NJ",706518,2,21,257,4,46,4,11,1,0.4463,0.375,4.6364,7.5,0.3333,0.25,0.1818,0.1818
4799821,1989,10616,1987,"US","AZ",,1,14,405,6,64,3,18,0.6667,0.5185,0.5,5.4444,18.3333,,,,
4566855,1986,9524,1983,"US","AZ",,1,8,416,1,19,18,14,0.5556,0.3367,0.34,8.8571,26.3889,,,,
4005714,1977,6241,1975,"DE","",475105,3,8,606,3,32,8,36,0.5,0.1574,0.375,16.8333,28.625,0,0,0,0
3707535,1972,4743,1969,"US","DE",43545,2,,536,1,14,,45,,0.6815,,19.8667,,,,0,0
4600681,1986,9692,1985,"DE","",10985,3,2,430,1,19,5,3,1,0.4444,0,4.6667,3.4,0.6,0.6,0,0
4783942,1988,10546,1987,"US","TX",340740,2,22,52,6,69,18,10,1,0.34,0.3765,6.3,9.3333,0.1429,0.1111,0.25,0.1
3246446,1966,2300,,"US","IA",,2,,53,6,68,,10,,0.72,,,,,,,
5733978,1998,13969,1996,"JP","",153495,3,13,525,1,15,7,0,1,,0.5714,,4.4286,0.1429,0.1429,,
4817311,1989,10686,1987,"TW","",,1,5,40,6,69,6,18,0.8333,0.7593,0.48,6.6111,13,,,,
5683570,1997,13822,1995,"CA","",688180,3,19,205,1,19,20,0,1,,0.715,,20.8,0,0,,
5667736,1997,13773,1995,"TW","",,1,10,264,5,51,15,1,0.8667,0,0.6272,2,20.8,,,,
3100971,1963,1327,,"US","IL",,2,,62,6,69,,4,,0.625,,,,,,,
3782245,1974,5114,1971,"DE","",478430,3,,91,5,53,,4,,0.625,,13.75,,,,0,0
4291093,1981,7935,1979,"US","SC",438920,2,24,428,6,69,11,17,1,0.7751,0.7603,11.5294,11.9091,0.25,0.0909,0.3125,0.2941
4618796,1986,9790,1985,"DE","",475105,3,12,310,4,45,9,13,1,0.6272,0.5679,4.9231,5.7778,0,0,0.1538,0.1538
3971994,1976,6052,1974,"GB","",192660,3,10,327,4,41,8,7,1,0.8571,0.75,10.1429,3.75,0,0,0,0
4435038,1984,8831,1982,"NL","",28145,2,4,385,2,21,3,24,1,0.1563,0,7.4583,3.6667,0,0,0.1364,0.125
4979916,1990,11316,1989,"CA","",,1,12,440,5,55,4,1,0.5,0,0,4,29.25,,,,
5679799,1997,13808,1995,"JP","",734508,3,11,548,1,14,0,0,,,,,,,,,
5039819,1991,11547,1990,"US","NJ",367520,2,2,548,1,14,2,1,1,0,0,1,4.5,0.5,0.5,1,1
5561604,1996,13423,1990,"US","MO",238405,2,45,700,2,22,151,15,1,0.7644,0.929,5.8667,10.8742,0.0183,0.0132,0,0
5357817,1994,12716,1990,"US","MA",98855,2,19,74,5,59,28,1,1,0,0.6684,7,7.7143,0,0,0,0
5714929,1998,13913,1994,"TW","",,1,13,340,2,21,12,0,1,,0.7222,,13.9167,,,,
3714476,1973,4778,1971,"US","CA",57590,2,,310,4,45,,6,,0,,14.3333,,,,0,0
4587648,1986,9622,1983,"JP","",581270,3,33,369,2,24,5,24,1,0.0799,0,8.875,3.4,0,0,0.2609,0.25
4848835,1989,10791,1987,"US","MI",25790,2,22,296,5,55,19,7,0.8421,0.4898,0.5391,7.7143,14.7368,0.1,0.0526,0,0
3833901,1974,5359,1972,"US","MA",687061,2,,340,2,21,,22,,0.8388,,10.3636,,,,0,0
5222156,1993,12226,1992,"JP","",87490,3,33,382,2,22,14,0,1,,0.7653,,12,0.5,0.3571,,
4111490,1978,6822,1975,"US","CO",,1,16,299,6,64,6,14,1,0.8265,0.4444,17.4286,4.1667,,,,
